

|Skills        |Country     |   n| mean|Job                       |
|pyspark       |Netherlands |   8|  135|Data Scientist            |
|sql server    |Ireland     |   6|  135|Data Engineer             |
|sql server    |Ireland     |   6|  135|Data Scientist            |
|sql server    |Ireland     |   6|  135|Data Analyst              |
|sql server    |Ireland     |   6|  135|Senior Data Engineer      |
|tensorflow    |Portugal    |   8|  135|Data Scientist            |
|tensorflow    |Portugal    |   8|  135|Machine Learning Engineer |
|azure         |Portugal    |  15|  135|Data Scientist            |
|azure         |Portugal    |  15|  135|Senior Data Scientist     |
|azure         |Portugal    |  15|  135|Data Engineer             |
|azure         |Portugal    |  15|  135|Senior Data Engineer      |
|azure         |Portugal    |  15|  135|Machine Learning Engineer |
|azure         |Portugal    |  15|  135|Data Analyst              |
|pytorch       |Italy       |   2|  135|Data Scientist            |
|pytorch       |Italy       |   2|  135|Machine Learning Engineer |
|python        |Sweden      |  28|  135|Data Scientist            |
|python        |Sweden      |  28|  135|Data Engineer             |
|python        |Sweden      |  28|  135|Business Analyst          |
|python        |Sweden      |  28|  135|Data Analyst              |
|python        |Sweden      |  28|  135|Senior Data Scientist     |
|python        |Sweden      |  28|  135|Senior Data Engineer      |
|python        |Sweden      |  28|  135|Machine Learning Engineer |
|python        |Sweden      |  28|  135|Senior Data Analyst       |
|visio         |France      |   4|  135|Senior Data Engineer      |
|visio         |France      |   4|  135|Data Engineer             |
|visio         |France      |   4|  135|Data Scientist            |
|redshift      |Ireland     |   3|  135|Data Engineer             |
|redshift      |Ireland     |   3|  135|Senior Data Engineer      |
|databricks    |Ireland     |   3|  135|Senior Data Engineer      |
|databricks    |Ireland     |   3|  135|Data Analyst              |
|databricks    |Ireland     |   3|  135|Data Engineer             |
|powershell    |Portugal    |   3|  134|Software Engineer         |
|powershell    |Portugal    |   3|  134|Senior Data Engineer      |
|jira          |France      |   6|  134|Data Analyst              |
|jira          |France      |   6|  134|Data Engineer             |
|jira          |France      |   6|  134|Senior Data Analyst       |
|jira          |France      |   6|  134|Software Engineer         |
|scala         |Germany     |  10|  134|Data Engineer             |
|scala         |Germany     |  10|  134|Cloud Engineer            |
|scala         |Germany     |  10|  134|Data Scientist            |
|scala         |Germany     |  10|  134|Senior Data Engineer      |
|scala         |Germany     |  10|  134|Senior Data Scientist     |
|scala         |Germany     |  10|  134|Machine Learning Engineer |
|sap           |Italy       |   4|  134|Data Engineer             |
|sap           |Italy       |   4|  134|Data Analyst              |
|sap           |Italy       |   4|  134|Data Scientist            |
|matplotlib    |Portugal    |   3|  134|Data Scientist            |
|matplotlib    |Portugal    |   3|  134|Machine Learning Engineer |
|looker        |France      |  10|  134|Data Engineer             |
|looker        |France      |  10|  134|Data Analyst              |
|looker        |France      |  10|  134|Senior Data Engineer      |
|looker        |France      |  10|  134|Software Engineer         |
|looker        |France      |  10|  134|Data Scientist            |
|looker        |France      |  10|  134|Senior Data Analyst       |
|tableau       |Romania     |   5|  134|Senior Data Analyst       |
|tableau       |Romania     |   5|  134|Data Analyst              |
|tableau       |Romania     |   5|  134|Data Engineer             |
|tableau       |Romania     |   5|  134|Senior Data Engineer      |
|kafka         |France      |  28|  134|Business Analyst          |
|kafka         |France      |  28|  134|Data Engineer             |
|kafka         |France      |  28|  134|Data Analyst              |
|kafka         |France      |  28|  134|Senior Data Engineer      |
|kafka         |France      |  28|  134|Data Scientist            |
|kafka         |France      |  28|  134|Software Engineer         |
|kafka         |France      |  28|  134|Senior Data Scientist     |
|git           |Netherlands |  11|  134|Data Engineer             |
|git           |Netherlands |  11|  134|Data Scientist            |
|git           |Netherlands |  11|  134|Software Engineer         |
|git           |Netherlands |  11|  134|Senior Data Engineer      |
|gcp           |Portugal    |  17|  134|Data Engineer             |
|gcp           |Portugal    |  17|  134|Senior Data Scientist     |
|gcp           |Portugal    |  17|  134|Data Scientist            |
|gcp           |Portugal    |  17|  134|Machine Learning Engineer |
|gcp           |Portugal    |  17|  134|Software Engineer         |
|sql           |Ireland     |  31|  133|Data Engineer             |
|sql           |Ireland     |  31|  133|Data Analyst              |
|sql           |Ireland     |  31|  133|Machine Learning Engineer |
|sql           |Ireland     |  31|  133|Data Scientist            |
|sql           |Ireland     |  31|  133|Senior Data Engineer      |
|sql           |Ireland     |  31|  133|Senior Data Analyst       |
|sql           |Ireland     |  31|  133|Senior Data Scientist     |
|react         |Germany     |   2|  133|Data Analyst              |
|react         |Germany     |   2|  133|Data Engineer             |
|aws           |Germany     |  50|  133|Senior Data Engineer      |
|aws           |Germany     |  50|  133|Senior Data Scientist     |
|aws           |Germany     |  50|  133|Data Scientist            |
|aws           |Germany     |  50|  133|Data Engineer             |
|aws           |Germany     |  50|  133|Machine Learning Engineer |
|aws           |Germany     |  50|  133|Business Analyst          |
|aws           |Germany     |  50|  133|Data Analyst              |
|aws           |Germany     |  50|  133|Cloud Engineer            |
|oracle        |Ireland     |   6|  133|Data Engineer             |
|oracle        |Ireland     |   6|  133|Senior Data Analyst       |
|oracle        |Ireland     |   6|  133|Data Scientist            |
|oracle        |Ireland     |   6|  133|Data Analyst              |
|spark         |Hungary     |   9|  133|Machine Learning Engineer |
|spark         |Hungary     |   9|  133|Data Engineer             |
|spark         |Hungary     |   9|  133|Data Analyst              |
|spark         |Hungary     |   9|  133|Senior Data Scientist     |
|spark         |Hungary     |   9|  133|Senior Data Engineer      |
|ansible       |Portugal    |   3|  133|Data Engineer             |
|bigquery      |France      |  14|  133|Senior Data Engineer      |
|bigquery      |France      |  14|  133|Data Analyst              |
|bigquery      |France      |  14|  133|Data Engineer             |
|bigquery      |France      |  14|  133|Data Scientist            |
|bigquery      |France      |  14|  133|Software Engineer         |
|bigquery      |France      |  14|  133|Senior Data Analyst       |
|azure         |Denmark     |   3|  133|Data Scientist            |
|azure         |Denmark     |   3|  133|Data Analyst              |
|azure         |Denmark     |   3|  133|Machine Learning Engineer |
|java          |Portugal    |  17|  133|Data Engineer             |
|java          |Portugal    |  17|  133|Senior Data Engineer      |
|java          |Portugal    |  17|  133|Software Engineer         |
|java          |Portugal    |  17|  133|Data Scientist            |
|elasticsearch |France      |  13|  132|Senior Data Engineer      |
|elasticsearch |France      |  13|  132|Data Engineer             |
|elasticsearch |France      |  13|  132|Machine Learning Engineer |
|elasticsearch |France      |  13|  132|Data Scientist            |
|elasticsearch |France      |  13|  132|Senior Data Scientist     |
|redshift      |Hungary     |   3|  132|Machine Learning Engineer |
|redshift      |Hungary     |   3|  132|Data Analyst              |
|redshift      |Hungary     |   3|  132|Senior Data Analyst       |
|pyspark       |Spain       |   6|  132|Data Scientist            |
|pyspark       |Spain       |   6|  132|Data Engineer             |
|pyspark       |Spain       |   6|  132|Senior Data Scientist     |
|pyspark       |Spain       |   6|  132|Senior Data Engineer      |
|databricks    |Hungary     |   3|  132|Data Analyst              |
|databricks    |Hungary     |   3|  132|Senior Data Scientist     |
|shell         |Portugal    |   2|  132|Data Engineer             |
|shell         |Portugal    |   2|  132|Software Engineer         |
|numpy         |Sweden      |   2|  132|Data Scientist            |
|numpy         |Sweden      |   2|  132|Machine Learning Engineer |
|javascript    |Romania     |   2|  132|Data Analyst              |
|javascript    |Romania     |   2|  132|Data Scientist            |
|pyspark       |Poland      |  13|  132|Data Engineer             |
|pyspark       |Poland      |  13|  132|Data Scientist            |
|pyspark       |Poland      |  13|  132|Machine Learning Engineer |
|pyspark       |Poland      |  13|  132|Data Analyst              |
|pyspark       |Poland      |  13|  132|Senior Data Scientist     |
|scala         |Portugal    |   8|  132|Data Engineer             |
|scala         |Portugal    |   8|  132|Machine Learning Engineer |
|julia         |Portugal    |   2|  132|Senior Data Scientist     |
|julia         |Portugal    |   2|  132|Data Scientist            |
|shell         |Ireland     |   3|  132|Data Engineer             |
|shell         |Ireland     |   3|  132|Senior Data Engineer      |
|pandas        |Romania     |   3|  132|Software Engineer         |
|pandas        |Romania     |   3|  132|Data Scientist            |
|azure         |Finland     |   3|  131|Data Engineer             |
|azure         |Finland     |   3|  131|Data Scientist            |
|azure         |Finland     |   3|  131|Data Analyst              |
|docker        |Germany     |  16|  131|Senior Data Scientist     |
|docker        |Germany     |  16|  131|Data Engineer             |
|docker        |Germany     |  16|  131|Senior Data Engineer      |
|docker        |Germany     |  16|  131|Machine Learning Engineer |
|docker        |Germany     |  16|  131|Cloud Engineer            |
|docker        |Germany     |  16|  131|Software Engineer         |
|aws           |Sweden      |   8|  131|Senior Data Scientist     |
|aws           |Sweden      |   8|  131|Senior Data Engineer      |
|aws           |Sweden      |   8|  131|Data Engineer             |
|terraform     |Portugal    |  11|  131|Machine Learning Engineer |
