Skills,Country,n,mean,Job
power bi,Germany,17.0,101.0,Data Scientist
power bi,Germany,17.0,101.0,Senior Data Engineer
c++,Poland,12.0,100.0,Data Analyst
c++,Poland,12.0,100.0,Software Engineer
c++,Poland,12.0,100.0,Machine Learning Engineer
c++,Poland,12.0,100.0,Data Scientist
c++,Poland,12.0,100.0,Data Engineer
windows,Italy,1.0,100.0,Data Engineer
ssis,Netherlands,1.0,100.0,Data Engineer
spring,Romania,1.0,100.0,Data Engineer
react,Hungary,1.0,100.0,Data Engineer
linux,Italy,1.0,100.0,Data Engineer
keras,Ireland,1.0,100.0,Data Engineer
docker,Ireland,1.0,100.0,Data Engineer
c#,Ireland,1.0,100.0,Data Engineer
alteryx,Netherlands,1.0,100.0,Data Engineer
sas,Italy,4.0,100.0,Data Scientist
sas,Italy,4.0,100.0,Software Engineer
sap,France,2.0,100.0,Data Analyst
opencv,Greece,2.0,100.0,Data Scientist
excel,Greece,5.0,100.0,Senior Data Scientist
excel,Greece,5.0,100.0,Data Engineer
excel,Greece,5.0,100.0,Data Analyst
excel,Portugal,18.0,100.0,Software Engineer
excel,Portugal,18.0,100.0,Business Analyst
excel,Portugal,18.0,100.0,Data Analyst
excel,Portugal,18.0,100.0,Data Scientist
excel,Portugal,18.0,100.0,Data Engineer
excel,Portugal,18.0,100.0,Senior Data Analyst
nosql,Italy,5.0,100.0,Data Engineer
nosql,Italy,5.0,100.0,Machine Learning Engineer
postgresql,Greece,6.0,100.0,Data Engineer
postgresql,Greece,6.0,100.0,Data Scientist
postgresql,Greece,6.0,100.0,Senior Data Scientist
flow,Spain,6.0,100.0,Senior Data Engineer
flow,Spain,6.0,100.0,Data Engineer
flow,Spain,6.0,100.0,Business Analyst
flow,Spain,6.0,100.0,Data Analyst
flow,Spain,6.0,100.0,Software Engineer
c#,Portugal,4.0,100.0,Data Engineer
c#,Portugal,4.0,100.0,Data Analyst
yarn,Greece,1.0,100.0,Data Engineer
ssis,Germany,1.0,100.0,Senior Data Engineer
spss,Hungary,1.0,100.0,Data Engineer
selenium,Romania,1.0,100.0,Data Engineer
ruby on rails,Poland,1.0,100.0,Senior Data Engineer
redis,Poland,1.0,100.0,Senior Data Engineer
power bi,Finland,1.0,100.0,Data Engineer
phoenix,Denmark,1.0,100.0,Data Engineer
nosql,Denmark,1.0,100.0,Data Engineer
mongodb,Romania,2.0,100.0,Data Engineer
mongo,Greece,1.0,100.0,Data Engineer
matlab,France,1.0,100.0,Data Engineer
linux,Denmark,1.0,100.0,Data Engineer
jenkins,Netherlands,1.0,100.0,Data Engineer
databricks,Italy,1.0,100.0,Data Engineer
couchdb,Greece,1.0,100.0,Data Engineer
bigquery,Greece,1.0,100.0,Data Engineer
airflow,Italy,2.0,100.0,Data Engineer
pytorch,France,14.0,100.0,Data Scientist
pytorch,France,14.0,100.0,Machine Learning Engineer
pytorch,France,14.0,100.0,Software Engineer
pytorch,France,14.0,100.0,Data Engineer
qlik,Italy,4.0,100.0,Business Analyst
qlik,Italy,4.0,100.0,Data Scientist
qlik,Italy,4.0,100.0,Data Analyst
qlik,Italy,4.0,100.0,Data Engineer
mongodb,Greece,14.0,100.0,Software Engineer
mongodb,Greece,14.0,100.0,Machine Learning Engineer
mongodb,Greece,14.0,100.0,Data Engineer
mongodb,Greece,14.0,100.0,Data Scientist
linux,France,4.0,99.0,Machine Learning Engineer
linux,France,4.0,99.0,Senior Data Analyst
linux,France,4.0,99.0,Data Engineer
linux,France,4.0,99.0,Data Scientist
oracle,Belgium,6.0,99.0,Machine Learning Engineer
oracle,Belgium,6.0,99.0,Business Analyst
oracle,Belgium,6.0,99.0,Data Scientist
oracle,Belgium,6.0,99.0,Data Engineer
javascript,Poland,3.0,99.0,Senior Data Engineer
javascript,Poland,3.0,99.0,Data Engineer
kotlin,Poland,5.0,99.0,Data Engineer
scikit-learn,Italy,2.0,99.0,Machine Learning Engineer
scikit-learn,Italy,2.0,99.0,Data Scientist
numpy,Hungary,7.0,99.0,Machine Learning Engineer
numpy,Hungary,7.0,99.0,Data Scientist
numpy,Hungary,7.0,99.0,Data Analyst
numpy,Hungary,7.0,99.0,Software Engineer
numpy,Hungary,7.0,99.0,Senior Data Scientist
typescript,Poland,2.0,99.0,Data Engineer
jira,Netherlands,4.0,99.0,Data Engineer
jira,Netherlands,4.0,99.0,Data Analyst
jira,Netherlands,4.0,99.0,Software Engineer
power bi,France,16.0,99.0,Data Analyst
power bi,France,16.0,99.0,Data Scientist
power bi,France,16.0,99.0,Senior Data Scientist
power bi,France,16.0,99.0,Data Engineer
power bi,France,16.0,99.0,Senior Data Analyst
power bi,Greece,13.0,99.0,Data Scientist
power bi,Greece,13.0,99.0,Software Engineer
power bi,Greece,13.0,99.0,Data Analyst
power bi,Greece,13.0,99.0,Data Engineer
power bi,Greece,13.0,99.0,Senior Data Scientist
tableau,Italy,11.0,99.0,Data Scientist
tableau,Italy,11.0,99.0,Data Analyst
tableau,Italy,11.0,99.0,Senior Data Analyst
tableau,Italy,11.0,99.0,Senior Data Scientist
tableau,Italy,11.0,99.0,Data Engineer
c#,Hungary,3.0,99.0,Data Scientist
c#,Hungary,3.0,99.0,Data Engineer
nosql,Hungary,3.0,99.0,Machine Learning Engineer
nosql,Hungary,3.0,99.0,Data Analyst
nosql,Hungary,3.0,99.0,Senior Data Scientist
mongodb,Belgium,14.0,99.0,Machine Learning Engineer
mongodb,Belgium,14.0,99.0,Data Scientist
perl,Belgium,7.0,99.0,Machine Learning Engineer
perl,Belgium,7.0,99.0,Data Scientist
keras,Greece,7.0,99.0,Software Engineer
keras,Greece,7.0,99.0,Machine Learning Engineer
keras,Greece,7.0,99.0,Senior Data Scientist
tensorflow,France,16.0,98.0,Machine Learning Engineer
tensorflow,France,16.0,98.0,Data Scientist
tensorflow,France,16.0,98.0,Data Engineer
tensorflow,France,16.0,98.0,Software Engineer
oracle,France,3.0,98.0,Data Analyst
oracle,France,3.0,98.0,Data Scientist
windows,Poland,16.0,98.0,Data Engineer
windows,Poland,16.0,98.0,Software Engineer
windows,Poland,16.0,98.0,Senior Data Engineer
windows,Poland,16.0,98.0,Machine Learning Engineer
windows,Poland,16.0,98.0,Data Analyst
windows,Poland,16.0,98.0,Data Scientist
windows,Poland,16.0,98.0,Senior Data Analyst
sas,Spain,10.0,98.0,Data Engineer
sas,Spain,10.0,98.0,Business Analyst
sas,Spain,10.0,98.0,Data Scientist
sas,Spain,10.0,98.0,Senior Data Analyst
jupyter,Hungary,2.0,98.0,Machine Learning Engineer
jupyter,Hungary,2.0,98.0,Data Engineer
numpy,Greece,2.0,98.0,Machine Learning Engineer
airflow,Belgium,2.0,98.0,Machine Learning Engineer
snowflake,Greece,4.0,98.0,Business Analyst
snowflake,Greece,4.0,98.0,Data Engineer
c#,Poland,5.0,98.0,Senior Data Engineer
c#,Poland,5.0,98.0,Software Engineer
c#,Poland,5.0,98.0,Data Engineer
swift,Portugal,1.0,98.0,Software Engineer
react,Portugal,1.0,98.0,Software Engineer
node.js,Portugal,1.0,98.0,Software Engineer
jquery,Portugal,1.0,98.0,Software Engineer
css,Portugal,1.0,98.0,Software Engineer
docker,Hungary,5.0,98.0,Machine Learning Engineer
docker,Hungary,5.0,98.0,Data Scientist
docker,Hungary,5.0,98.0,Data Engineer
java,Poland,20.0,97.0,Data Engineer
java,Poland,20.0,97.0,Software Engineer
java,Poland,20.0,97.0,Senior Data Scientist
java,Poland,20.0,97.0,Machine Learning Engineer
java,Poland,20.0,97.0,Data Scientist
java,Poland,20.0,97.0,Senior Data Engineer
chef,France,7.0,97.0,Data Scientist
chef,France,7.0,97.0,Data Analyst
chef,France,7.0,97.0,Senior Data Analyst
chef,France,7.0,97.0,Data Engineer
tableau,Greece,10.0,97.0,Data Analyst
tableau,Greece,10.0,97.0,Business Analyst
tableau,Greece,10.0,97.0,Data Engineer
tableau,Greece,10.0,97.0,Data Scientist
javascript,Italy,3.0,97.0,Software Engineer
javascript,Italy,3.0,97.0,Data Engineer
javascript,Italy,3.0,97.0,Data Analyst
hadoop,Hungary,6.0,97.0,Machine Learning Engineer
hadoop,Hungary,6.0,97.0,Data Analyst
hadoop,Hungary,6.0,97.0,Data Engineer
hadoop,Hungary,6.0,97.0,Software Engineer
hadoop,Hungary,6.0,97.0,Data Scientist
docker,Poland,18.0,97.0,Senior Data Engineer
docker,Poland,18.0,97.0,Data Scientist
docker,Poland,18.0,97.0,Machine Learning Engineer
docker,Poland,18.0,97.0,Data Engineer
docker,Poland,18.0,97.0,Software Engineer
docker,Poland,18.0,97.0,Senior Data Scientist
docker,Poland,18.0,97.0,Cloud Engineer
sap,Poland,11.0,97.0,Data Analyst
sap,Poland,11.0,97.0,Software Engineer
sap,Poland,11.0,97.0,Senior Data Engineer
sap,Poland,11.0,97.0,Machine Learning Engineer
sap,Poland,11.0,97.0,Data Engineer
git,Hungary,7.0,97.0,Software Engineer
git,Hungary,7.0,97.0,Data Analyst
git,Hungary,7.0,97.0,Senior Data Scientist
git,Hungary,7.0,97.0,Data Scientist
qlik,Netherlands,2.0,97.0,Business Analyst
qlik,Netherlands,2.0,97.0,Data Analyst
sharepoint,Belgium,3.0,97.0,Data Analyst
ssis,Portugal,2.0,97.0,Data Engineer
ssis,Portugal,2.0,97.0,Software Engineer
c#,Romania,2.0,97.0,Senior Data Engineer
c#,Romania,2.0,97.0,Data Engineer
excel,Spain,13.0,96.0,Data Engineer
excel,Spain,13.0,96.0,Data Analyst
excel,Spain,13.0,96.0,Senior Data Analyst
excel,Spain,13.0,96.0,Business Analyst
excel,Spain,13.0,96.0,Machine Learning Engineer
excel,Spain,13.0,96.0,Senior Data Engineer
kotlin,Portugal,3.0,96.0,Data Engineer
kotlin,Portugal,3.0,96.0,Software Engineer
ssis,Belgium,3.0,96.0,Data Analyst
unix,Italy,2.0,96.0,Data Engineer
t-sql,Greece,2.0,96.0,Data Engineer
mongodb,Italy,4.0,96.0,Data Engineer
mongodb,Italy,4.0,96.0,Data Scientist
kafka,Belgium,2.0,96.0,Senior Data Engineer
kafka,Belgium,2.0,96.0,Data Engineer
git,Italy,2.0,96.0,Data Engineer
hadoop,Spain,5.0,96.0,Data Engineer
hadoop,Spain,5.0,96.0,Senior Data Engineer
kubernetes,Italy,4.0,96.0,Data Engineer
kubernetes,Italy,4.0,96.0,Machine Learning Engineer
docker,Italy,4.0,96.0,Data Engineer
postgresql,Netherlands,6.0,96.0,Machine Learning Engineer
postgresql,Netherlands,6.0,96.0,Data Engineer
outlook,Italy,2.0,96.0,Data Engineer
outlook,Italy,2.0,96.0,Machine Learning Engineer
jenkins,Italy,2.0,96.0,Data Engineer
flow,Italy,2.0,96.0,Data Engineer
flow,Italy,2.0,96.0,Data Analyst
unify,Spain,2.0,96.0,Data Engineer
kafka,Poland,15.0,96.0,Data Engineer
kafka,Poland,15.0,96.0,Senior Data Engineer
kafka,Poland,15.0,96.0,Software Engineer
kafka,Poland,15.0,96.0,Machine Learning Engineer
kafka,Poland,15.0,96.0,Data Scientist
power bi,Ireland,8.0,95.0,Data Engineer
power bi,Ireland,8.0,95.0,Data Analyst
power bi,Ireland,8.0,95.0,Senior Data Analyst
power bi,Ireland,8.0,95.0,Senior Data Engineer
bash,France,3.0,95.0,Data Engineer
bash,France,3.0,95.0,Data Scientist
terraform,Hungary,4.0,95.0,Machine Learning Engineer
terraform,Hungary,4.0,95.0,Data Engineer
shell,Spain,4.0,95.0,Data Engineer
shell,Spain,4.0,95.0,Machine Learning Engineer
gitlab,Spain,6.0,95.0,Data Analyst
gitlab,Spain,6.0,95.0,Data Engineer
gitlab,Spain,6.0,95.0,Data Scientist
gitlab,Spain,6.0,95.0,Software Engineer
unreal,Poland,4.0,95.0,Machine Learning Engineer
confluence,Greece,3.0,95.0,Data Analyst
confluence,Greece,3.0,95.0,Data Engineer
confluence,Greece,3.0,95.0,Senior Data Engineer
pascal,Germany,1.0,95.0,Data Analyst
power bi,Belgium,7.0,94.0,Data Analyst
power bi,Belgium,7.0,94.0,Data Engineer
power bi,Belgium,7.0,94.0,Business Analyst
sap,Belgium,10.0,94.0,Data Analyst
sap,Belgium,10.0,94.0,Business Analyst
sap,Belgium,10.0,94.0,Data Scientist
sap,Belgium,10.0,94.0,Software Engineer
oracle,Hungary,8.0,94.0,Senior Data Analyst
oracle,Hungary,8.0,94.0,Machine Learning Engineer
oracle,Hungary,8.0,94.0,Data Engineer
oracle,Hungary,8.0,94.0,Data Analyst
oracle,Hungary,8.0,94.0,Data Scientist
oracle,Hungary,8.0,94.0,Software Engineer
kubernetes,Greece,10.0,94.0,Data Scientist
kubernetes,Greece,10.0,94.0,Machine Learning Engineer
kubernetes,Greece,10.0,94.0,Data Engineer
kubernetes,Greece,10.0,94.0,Data Analyst
nosql,Greece,12.0,94.0,Data Engineer
nosql,Greece,12.0,94.0,Software Engineer
nosql,Greece,12.0,94.0,Machine Learning Engineer
sap,Hungary,6.0,94.0,Data Analyst
sap,Hungary,6.0,94.0,Data Scientist
matlab,Netherlands,2.0,94.0,Data Analyst
seaborn,Sweden,1.0,93.0,Data Scientist
scikit-learn,Sweden,1.0,93.0,Data Scientist
pandas,Sweden,1.0,93.0,Data Scientist
matplotlib,Sweden,1.0,93.0,Data Scientist
matplotlib,Greece,1.0,93.0,Data Scientist
excel,Germany,19.0,93.0,Business Analyst
excel,Germany,19.0,93.0,Data Analyst
excel,Germany,19.0,93.0,Data Scientist
excel,Germany,19.0,93.0,Senior Data Analyst
excel,Germany,19.0,93.0,Senior Data Scientist
excel,Germany,19.0,93.0,Senior Data Engineer
git,Greece,7.0,93.0,Data Engineer
git,Greece,7.0,93.0,Machine Learning Engineer
git,Greece,7.0,93.0,Data Analyst
node.js,France,2.0,93.0,Machine Learning Engineer
excel,Netherlands,12.0,92.0,Data Analyst
excel,Netherlands,12.0,92.0,Senior Data Engineer
excel,Netherlands,12.0,92.0,Data Engineer
scikit-learn,Hungary,4.0,92.0,Data Analyst
scikit-learn,Hungary,4.0,92.0,Machine Learning Engineer
scikit-learn,Hungary,4.0,92.0,Senior Data Scientist
scikit-learn,Hungary,4.0,92.0,Data Scientist
sas,Netherlands,2.0,92.0,Data Analyst
qlik,Portugal,1.0,92.0,Data Analyst
cognos,Netherlands,1.0,92.0,Data Analyst
sap,Romania,7.0,92.0,Data Analyst
sap,Romania,7.0,92.0,Data Scientist
sap,Romania,7.0,92.0,Data Engineer
zoom,Netherlands,1.0,92.0,Software Engineer
yarn,Ireland,1.0,92.0,Senior Data Engineer
yarn,Germany,1.0,92.0,Data Engineer
windows,Belgium,1.0,92.0,Machine Learning Engineer
vue.js,Spain,1.0,92.0,Data Engineer
unix,Netherlands,1.0,92.0,Data Engineer
unix,Germany,1.0,92.0,Software Engineer
unify,Sweden,1.0,92.0,Data Engineer
ubuntu,Poland,1.0,92.0,Software Engineer
typescript,France,1.0,92.0,Senior Data Engineer
trello,Greece,1.0,92.0,Data Scientist
terraform,Belgium,1.0,92.0,Senior Data Engineer
t-sql,Portugal,1.0,92.0,Software Engineer
symphony,Poland,1.0,92.0,Data Analyst
ssrs,Poland,1.0,92.0,Data Analyst
ssis,Denmark,1.0,92.0,Data Analyst
sql server,Netherlands,1.0,92.0,Data Engineer
sql server,Denmark,1.0,92.0,Data Analyst
snowflake,Denmark,1.0,92.0,Data Analyst
slack,Netherlands,1.0,92.0,Software Engineer
shell,Romania,1.0,92.0,Machine Learning Engineer
shell,Germany,1.0,92.0,Software Engineer
sharepoint,Poland,1.0,92.0,Data Analyst
ruby,Italy,2.0,92.0,Data Engineer
ruby,Germany,2.0,92.0,Software Engineer
redis,Greece,1.0,92.0,Data Engineer
r,Romania,1.0,92.0,Senior Data Engineer
puppet,Ireland,1.0,92.0,Senior Data Engineer
puppet,Greece,1.0,92.0,Data Engineer
pulumi,Poland,1.0,92.0,Software Engineer
pulumi,Germany,1.0,92.0,Cloud Engineer
powershell,Netherlands,2.0,92.0,Data Engineer
powershell,Greece,1.0,92.0,Data Engineer
perl,Poland,1.0,92.0,Software Engineer
perl,Greece,1.0,92.0,Machine Learning Engineer
outlook,Poland,1.0,92.0,Data Analyst
openstack,Hungary,1.0,92.0,Senior Data Scientist
node.js,Netherlands,1.0,92.0,Software Engineer
neo4j,Italy,1.0,92.0,Data Scientist
neo4j,Germany,1.0,92.0,Data Analyst
looker,Denmark,1.0,92.0,Data Analyst
julia,Greece,1.0,92.0,Data Scientist
jquery,France,1.0,92.0,Senior Data Analyst
jenkins,Belgium,2.0,92.0,Data Engineer
jenkins,Belgium,2.0,92.0,Machine Learning Engineer
golang,Belgium,1.0,92.0,Senior Data Engineer
go,Greece,1.0,92.0,Software Engineer
gitlab,Romania,1.0,92.0,Senior Data Engineer
gitlab,Italy,1.0,92.0,Machine Learning Engineer
gitlab,Belgium,1.0,92.0,Business Analyst
github,Romania,1.0,92.0,Machine Learning Engineer
gdpr,Spain,1.0,92.0,Senior Data Engineer
gdpr,Netherlands,1.0,92.0,Data Analyst
dax,Belgium,1.0,92.0,Business Analyst
databricks,Denmark,1.0,92.0,Data Analyst
centos,Ireland,1.0,92.0,Senior Data Engineer
cassandra,Netherlands,1.0,92.0,Data Engineer
cassandra,Greece,1.0,92.0,Machine Learning Engineer
bitbucket,Romania,1.0,92.0,Machine Learning Engineer
bitbucket,Belgium,1.0,92.0,Data Engineer
bash,Spain,1.0,92.0,Data Engineer
bash,Poland,2.0,92.0,Data Engineer
bash,Poland,2.0,92.0,Cloud Engineer
atlassian,Netherlands,3.0,92.0,Data Engineer
assembly,Portugal,1.0,92.0,Data Engineer
assembly,Germany,1.0,92.0,Data Engineer
asana,Netherlands,1.0,92.0,Software Engineer
ansible,Ireland,1.0,92.0,Senior Data Engineer
angular,Poland,1.0,92.0,Machine Learning Engineer
angular,Germany,1.0,92.0,Senior Data Engineer
alteryx,Portugal,1.0,92.0,Data Scientist
mysql,Greece,7.0,92.0,Machine Learning Engineer
mysql,Greece,7.0,92.0,Data Engineer
mysql,Greece,7.0,92.0,Senior Data Scientist
mysql,Romania,2.0,91.0,Data Scientist
mysql,Romania,2.0,91.0,Data Engineer
kafka,Greece,11.0,91.0,Data Scientist
kafka,Greece,11.0,91.0,Data Engineer
kafka,Greece,11.0,91.0,Machine Learning Engineer
golang,Poland,2.0,91.0,Data Scientist
golang,Poland,2.0,91.0,Senior Data Engineer
terraform,Greece,4.0,91.0,Data Engineer
terraform,Greece,4.0,91.0,Machine Learning Engineer
matlab,Greece,2.0,91.0,Machine Learning Engineer
matlab,Greece,2.0,91.0,Data Scientist
go,Hungary,5.0,91.0,Data Scientist
go,Hungary,5.0,91.0,Machine Learning Engineer
go,Hungary,5.0,91.0,Data Engineer
go,Hungary,5.0,91.0,Senior Data Scientist
excel,France,15.0,91.0,Data Analyst
excel,France,15.0,91.0,Data Scientist
excel,France,15.0,91.0,Senior Data Engineer
excel,France,15.0,91.0,Data Engineer
excel,France,15.0,91.0,Senior Data Analyst
kubernetes,Romania,3.0,91.0,Senior Data Engineer
kubernetes,Romania,3.0,91.0,Software Engineer
kubernetes,Romania,3.0,91.0,Machine Learning Engineer
selenium,Spain,1.0,91.0,Data Scientist
seaborn,Poland,1.0,91.0,Senior Data Scientist
opencv,Italy,1.0,91.0,Data Scientist
jupyter,Italy,1.0,91.0,Data Scientist
power bi,Hungary,4.0,91.0,Data Scientist
power bi,Hungary,4.0,91.0,Software Engineer
power bi,Hungary,4.0,91.0,Data Engineer
linux,Belgium,4.0,91.0,Machine Learning Engineer
databricks,France,8.0,91.0,Machine Learning Engineer
databricks,France,8.0,91.0,Data Engineer
databricks,France,8.0,91.0,Software Engineer
databricks,France,8.0,91.0,Data Scientist
javascript,Portugal,2.0,91.0,Software Engineer
javascript,Portugal,2.0,91.0,Data Analyst
ssis,Hungary,5.0,90.0,Software Engineer
ssis,Hungary,5.0,90.0,Data Engineer
ssis,Hungary,5.0,90.0,Data Scientist
kafka,Romania,2.0,90.0,Senior Data Engineer
kafka,Romania,2.0,90.0,Software Engineer
ansible,Poland,2.0,90.0,Software Engineer
ansible,Poland,2.0,90.0,Senior Data Engineer
c#,Germany,5.0,90.0,Data Analyst
c#,Germany,5.0,90.0,Software Engineer
c#,Germany,5.0,90.0,Data Engineer
c#,Germany,5.0,90.0,Senior Data Engineer
unix,Belgium,3.0,90.0,Machine Learning Engineer
bash,Belgium,3.0,90.0,Machine Learning Engineer
tableau,Hungary,6.0,90.0,Data Analyst
tableau,Hungary,6.0,90.0,Data Scientist
tableau,Hungary,6.0,90.0,Software Engineer
bigquery,Italy,3.0,90.0,Data Analyst
bigquery,Italy,3.0,90.0,Senior Data Analyst
shell,Poland,2.0,90.0,Senior Data Scientist
shell,Poland,2.0,90.0,Senior Data Engineer
linux,Poland,8.0,90.0,Data Engineer
linux,Poland,8.0,90.0,Software Engineer
linux,Poland,8.0,90.0,Senior Data Engineer
linux,Poland,8.0,90.0,Senior Data Scientist
linux,Poland,8.0,90.0,Data Analyst
javascript,France,4.0,89.0,Senior Data Engineer
javascript,France,4.0,89.0,Software Engineer
javascript,France,4.0,89.0,Machine Learning Engineer
javascript,France,4.0,89.0,Cloud Engineer
jira,Belgium,3.0,89.0,Business Analyst
jira,Belgium,3.0,89.0,Data Engineer
sas,Ireland,4.0,89.0,Data Analyst
assembly,Poland,4.0,89.0,Cloud Engineer
assembly,Poland,4.0,89.0,Data Engineer
assembly,Poland,4.0,89.0,Business Analyst
c,Spain,1.0,89.0,Business Analyst
ansible,Romania,1.0,89.0,Software Engineer
hadoop,Greece,8.0,88.0,Data Engineer
hadoop,Greece,8.0,88.0,Machine Learning Engineer
opencv,Poland,3.0,88.0,Cloud Engineer
opencv,Poland,3.0,88.0,Business Analyst
excel,Hungary,10.0,88.0,Data Scientist
excel,Hungary,10.0,88.0,Data Analyst
excel,Hungary,10.0,88.0,Senior Data Analyst
excel,Hungary,10.0,88.0,Data Engineer
dynamodb,Poland,1.0,88.0,Machine Learning Engineer
datarobot,Poland,1.0,88.0,Machine Learning Engineer
word,Belgium,2.0,88.0,Data Analyst
gdpr,Belgium,2.0,88.0,Senior Data Scientist
gdpr,Belgium,2.0,88.0,Data Analyst
flow,Finland,2.0,87.0,Data Engineer
flow,Finland,2.0,87.0,Data Analyst
excel,Finland,2.0,87.0,Senior Data Engineer
excel,Finland,2.0,87.0,Data Analyst
php,France,3.0,87.0,Software Engineer
php,France,3.0,87.0,Data Engineer
php,France,3.0,87.0,Data Analyst
sql server,Greece,5.0,87.0,Data Engineer
sql server,Greece,5.0,87.0,Senior Data Scientist
power bi,Portugal,12.0,87.0,Data Analyst
power bi,Portugal,12.0,87.0,Senior Data Scientist
power bi,Portugal,12.0,87.0,Data Scientist
power bi,Portugal,12.0,87.0,Software Engineer
power bi,Portugal,12.0,87.0,Data Engineer
power bi,Portugal,12.0,87.0,Business Analyst
power bi,Portugal,12.0,87.0,Senior Data Analyst
spring,France,2.0,87.0,Senior Data Engineer
gitlab,Hungary,3.0,87.0,Data Engineer
gitlab,Hungary,3.0,87.0,Machine Learning Engineer
scikit-learn,Belgium,4.0,87.0,Machine Learning Engineer
nltk,Belgium,4.0,87.0,Machine Learning Engineer
cassandra,Belgium,4.0,87.0,Machine Learning Engineer
powerpoint,Germany,2.0,86.0,Data Analyst
jupyter,Poland,4.0,86.0,Data Scientist
jupyter,Poland,4.0,86.0,Senior Data Scientist
jupyter,Poland,4.0,86.0,Data Engineer
unix,Poland,5.0,86.0,Data Engineer
unix,Poland,5.0,86.0,Data Analyst
unix,Poland,5.0,86.0,Senior Data Engineer
ruby,Poland,8.0,86.0,Senior Data Engineer
ruby,Poland,8.0,86.0,Software Engineer
ruby,Poland,8.0,86.0,Data Engineer
sheets,Belgium,2.0,86.0,Data Analyst
databricks,Romania,2.0,85.0,Data Scientist
databricks,Romania,2.0,85.0,Data Engineer
oracle,Spain,6.0,85.0,Data Engineer
oracle,Spain,6.0,85.0,Business Analyst
typescript,Italy,1.0,85.0,Software Engineer
react,Italy,1.0,85.0,Software Engineer
node.js,Italy,1.0,85.0,Software Engineer
html,Italy,1.0,85.0,Software Engineer
graphql,Italy,1.0,85.0,Software Engineer
css,Italy,1.0,85.0,Software Engineer
word,Spain,4.0,84.0,Data Analyst
word,Spain,4.0,84.0,Business Analyst
spring,Poland,3.0,84.0,Data Engineer
groovy,Poland,3.0,84.0,Data Engineer
shell,France,2.0,84.0,Machine Learning Engineer
shell,France,2.0,84.0,Data Scientist
sas,Poland,8.0,84.0,Data Analyst
sas,Poland,8.0,84.0,Data Scientist
sas,Poland,8.0,84.0,Senior Data Scientist
sas,Poland,8.0,84.0,Business Analyst
javascript,Netherlands,2.0,84.0,Data Analyst
javascript,Netherlands,2.0,84.0,Software Engineer
powerpoint,Belgium,3.0,84.0,Data Analyst
vba,Poland,6.0,84.0,Software Engineer
vba,Poland,6.0,84.0,Senior Data Analyst
vba,Poland,6.0,84.0,Data Analyst
react,France,2.0,83.0,Senior Data Engineer
react,France,2.0,83.0,Machine Learning Engineer
git,Sweden,1.0,83.0,Data Scientist
atlassian,Belgium,2.0,83.0,Business Analyst
unify,Poland,1.0,83.0,Software Engineer
swift,Spain,1.0,83.0,Data Scientist
ssrs,France,1.0,83.0,Data Scientist
spreadsheet,Romania,1.0,83.0,Data Scientist
sap,Finland,1.0,83.0,Data Scientist
phoenix,Portugal,1.0,83.0,Data Engineer
oracle,Finland,1.0,83.0,Data Scientist
microstrategy,France,1.0,83.0,Data Scientist
matlab,Ireland,1.0,83.0,Data Analyst
mariadb,Romania,1.0,83.0,Data Scientist
keras,Sweden,1.0,83.0,Machine Learning Engineer
julia,Ireland,1.0,83.0,Data Analyst
html,Portugal,1.0,83.0,Data Analyst
alteryx,France,2.0,83.0,Data Analyst
alteryx,France,2.0,83.0,Data Scientist
excel,Belgium,6.0,83.0,Data Analyst
oracle,Italy,5.0,82.0,Business Analyst
oracle,Italy,5.0,82.0,Data Engineer
oracle,Italy,5.0,82.0,Data Analyst
powerpoint,Spain,2.0,82.0,Business Analyst
powerpoint,Spain,2.0,82.0,Data Analyst
jira,Hungary,2.0,82.0,Data Analyst
jira,Hungary,2.0,82.0,Data Scientist
elasticsearch,Poland,3.0,81.0,Software Engineer
elasticsearch,Poland,3.0,81.0,Machine Learning Engineer
elasticsearch,Poland,3.0,81.0,Data Engineer
qlik,Belgium,3.0,81.0,Business Analyst
qlik,Belgium,3.0,81.0,Software Engineer
bitbucket,Germany,3.0,81.0,Cloud Engineer
bitbucket,Germany,3.0,81.0,Data Engineer
bash,Germany,3.0,81.0,Data Engineer
bash,Germany,3.0,81.0,Cloud Engineer
bash,Netherlands,3.0,80.0,Machine Learning Engineer
bash,Netherlands,3.0,80.0,Data Engineer
sas,France,14.0,80.0,Machine Learning Engineer
sas,France,14.0,80.0,Senior Data Scientist
sas,France,14.0,80.0,Data Analyst
sas,France,14.0,80.0,Data Scientist
excel,Italy,6.0,79.0,Business Analyst
excel,Italy,6.0,79.0,Data Scientist
excel,Italy,6.0,79.0,Data Analyst
excel,Italy,6.0,79.0,Software Engineer
matlab,Belgium,5.0,78.0,Machine Learning Engineer
matlab,Belgium,5.0,78.0,Software Engineer
matlab,Spain,3.0,78.0,Data Analyst
matlab,Spain,3.0,78.0,Senior Data Analyst
matlab,Spain,3.0,78.0,Data Scientist
word,Poland,3.0,78.0,Data Analyst
word,Poland,3.0,78.0,Data Engineer
redshift,Finland,1.0,77.0,Software Engineer
redis,Finland,1.0,77.0,Software Engineer
postgresql,Finland,1.0,77.0,Software Engineer
node.js,Finland,1.0,77.0,Software Engineer
javascript,Finland,1.0,77.0,Software Engineer
golang,Finland,1.0,77.0,Software Engineer
elasticsearch,Finland,1.0,77.0,Software Engineer
